transaction_id,order_id,user_id,payment_method,transaction_status,failure_reason,amount,retry_attempt,transaction_date
TXN011673,ORD60447,U5881,WALLET,FAILED,INSUFFICIENT_BALANCE,2381.63,0,2024-03-14 18:16:00
TXN011674,ORD68660,U8407,WALLET,FAILED,BANK_SERVER_DOWN,7540.79,1,2024-04-05 14:08:00
TXN011675,ORD88996,U5337,NETBANKING,FAILED,INSUFFICIENT_BALANCE,7079.7,0,2024-03-21 03:08:00
TXN011676,ORD16595,U5103,UPI,FAILED,PAYMENT_TIMEOUT,7825.59,0,2024-04-06 17:52:00
TXN011677,ORD12313,U6457,CARD,SUCCESS,,5235.2,0,2024-04-02 13:56:00
TXN011678,ORD78897,U8234,WALLET,SUCCESS,,5181.34,0,2024-04-23 23:27:00
TXN011679,ORD84022,U4951,WALLET,SUCCESS,,1263.05,0,2024-04-21 17:12:00
TXN011680,ORD20210,U2827,CARD,SUCCESS,,4860.65,1,2024-06-13 05:36:00
TXN011681,ORD76734,U1091,WALLET,SUCCESS,,2272.06,0,2024-06-03 13:39:00
TXN011682,ORD90562,U8240,UPI,SUCCESS,,3508.94,0,2024-05-27 05:22:00
TXN011683,ORD82811,U5356,CARD,SUCCESS,,1075.37,0,2024-05-05 18:45:00
TXN011684,ORD75293,U2604,WALLET,FAILED,TECHNICAL_ERROR,7325.11,0,2024-06-10 03:54:00
TXN011685,ORD81810,U4965,UPI,SUCCESS,,4162.95,0,2024-04-27 13:49:00
TXN011686,ORD75826,U6488,UPI,SUCCESS,,5057.1,1,2024-05-15 07:40:00
TXN011687,ORD49077,U7562,UPI,FAILED,BANK_SERVER_DOWN,5043.33,1,2024-01-03 20:41:00
TXN011688,ORD64760,U7952,NETBANKING,SUCCESS,,3661.57,1,2024-03-04 19:17:00
TXN011689,ORD29642,U9718,UPI,SUCCESS,,2484.45,0,2024-06-08 04:43:00
TXN011690,ORD43649,U4708,UPI,SUCCESS,,5570.87,2,2024-01-28 14:57:00
TXN011691,ORD26854,U4399,WALLET,SUCCESS,,2840.99,0,2024-05-12 15:04:00
TXN011692,ORD24846,U9984,UPI,FAILED,PAYMENT_TIMEOUT,6364.0,0,2024-06-27 11:57:00
TXN011693,ORD74886,U2091,UPI,SUCCESS,,2162.3,0,2024-05-21 03:43:00
TXN011694,ORD55646,U7621,WALLET,SUCCESS,,4063.04,0,2024-01-08 09:01:00
TXN011695,ORD59086,U3442,UPI,SUCCESS,,2297.87,0,2024-04-13 01:31:00
TXN011696,ORD81770,U9327,WALLET,SUCCESS,,2066.85,2,2024-04-05 22:33:00
TXN011697,ORD90810,U7730,UPI,SUCCESS,,4636.19,0,2024-04-12 23:53:00
TXN011698,ORD95976,U4295,UPI,SUCCESS,,7497.81,2,2024-06-17 12:51:00
TXN011699,ORD73551,U9414,CARD,SUCCESS,,998.99,0,2024-06-05 07:00:00
TXN011700,ORD31252,U9477,UPI,SUCCESS,,930.49,0,2024-03-25 01:55:00
TXN011701,ORD80318,U4517,NETBANKING,SUCCESS,,4056.08,0,2024-05-06 15:24:00
TXN011702,ORD67197,U2210,CARD,SUCCESS,,4459.77,0,2024-03-05 13:41:00
TXN011703,ORD42607,U9016,UPI,FAILED,INSUFFICIENT_BALANCE,7837.1,0,2024-03-06 22:05:00
TXN011704,ORD33181,U6488,UPI,FAILED,USER_CANCELLED,588.83,0,2024-03-21 01:28:00
TXN011705,ORD26330,U3898,UPI,SUCCESS,,6603.69,1,2024-05-08 09:58:00
TXN011706,ORD45430,U6561,WALLET,SUCCESS,,5616.99,0,2024-04-12 10:02:00
TXN011707,ORD72854,U4958,CARD,FAILED,INSUFFICIENT_BALANCE,7766.35,0,2024-01-31 02:32:00
TXN011708,ORD31281,U1459,WALLET,FAILED,INSUFFICIENT_BALANCE,6470.1,1,2024-02-16 03:23:00
TXN011709,ORD93781,U2855,NETBANKING,SUCCESS,,2093.08,2,2024-01-28 23:28:00
TXN011710,ORD23682,U5693,CARD,FAILED,INSUFFICIENT_BALANCE,5535.38,0,2024-03-14 03:53:00
TXN011711,ORD17672,U3123,CARD,SUCCESS,,5800.8,0,2024-03-07 07:32:00
TXN011712,ORD99732,U7100,UPI,FAILED,TECHNICAL_ERROR,3588.89,1,2024-06-14 21:31:00
TXN011713,ORD69461,U3940,NETBANKING,SUCCESS,,5698.69,1,2024-01-17 09:45:00
TXN011714,ORD52374,U3876,UPI,SUCCESS,,734.98,1,2024-01-31 23:51:00
TXN011715,ORD61862,U8209,CARD,SUCCESS,,1600.26,0,2024-04-12 12:23:00
TXN011716,ORD94116,U9604,UPI,FAILED,BANK_SERVER_DOWN,7825.49,0,2024-02-20 08:32:00
TXN011717,ORD78489,U5684,UPI,FAILED,TECHNICAL_ERROR,5986.02,0,2024-01-08 13:20:00
TXN011718,ORD91607,U1029,NETBANKING,FAILED,BANK_SERVER_DOWN,7866.52,0,2024-03-11 17:59:00
TXN011719,ORD94451,U6661,UPI,FAILED,INSUFFICIENT_BALANCE,2604.37,0,2024-03-28 13:26:00
TXN011720,ORD82447,U1154,UPI,SUCCESS,,2721.28,0,2024-04-29 06:13:00
TXN011721,ORD65002,U9211,CARD,SUCCESS,,7948.48,1,2024-06-22 23:45:00
TXN011722,ORD62113,U5299,NETBANKING,SUCCESS,,281.48,0,2024-02-17 12:58:00
TXN011723,ORD19342,U1515,UPI,SUCCESS,,7496.31,0,2024-05-09 05:03:00
TXN011724,ORD47574,U6696,UPI,SUCCESS,,4856.8,0,2024-02-15 12:27:00
TXN011725,ORD93362,U8858,UPI,SUCCESS,,5197.19,1,2024-02-17 03:13:00
TXN011726,ORD90847,U6955,CARD,SUCCESS,,3222.21,0,2024-04-11 05:36:00
TXN011727,ORD56967,U4376,CARD,FAILED,INSUFFICIENT_BALANCE,6159.52,0,2024-03-12 13:36:00
TXN011728,ORD84085,U8909,UPI,SUCCESS,,5849.56,1,2024-05-14 16:25:00
TXN011729,ORD24824,U3761,UPI,SUCCESS,,1056.17,0,2024-01-22 22:59:00
TXN011730,ORD86870,U9182,CARD,SUCCESS,,6052.15,1,2024-05-26 01:56:00
TXN011731,ORD59806,U6051,UPI,SUCCESS,,3243.99,1,2024-04-03 02:30:00
TXN011732,ORD41167,U6880,UPI,SUCCESS,,6525.08,0,2024-06-23 19:02:00
TXN011733,ORD80872,U4103,WALLET,SUCCESS,,209.11,0,2024-03-22 12:07:00
TXN011734,ORD11414,U4618,UPI,SUCCESS,,7588.71,0,2024-06-14 07:55:00
TXN011735,ORD86854,U3412,UPI,FAILED,INSUFFICIENT_BALANCE,7902.08,0,2024-02-09 23:27:00
TXN011736,ORD86323,U9975,UPI,FAILED,BANK_SERVER_DOWN,6701.87,0,2024-06-10 00:27:00
TXN011737,ORD17792,U7728,CARD,FAILED,BANK_SERVER_DOWN,3913.26,1,2024-04-16 05:17:00
TXN011738,ORD32903,U2218,UPI,SUCCESS,,1649.66,1,2024-05-12 20:29:00
TXN011739,ORD69043,U1418,CARD,SUCCESS,,4699.34,0,2024-01-29 23:45:00
TXN011740,ORD49442,U9221,NETBANKING,SUCCESS,,3667.67,0,2024-03-19 06:52:00
TXN011741,ORD35507,U8650,NETBANKING,SUCCESS,,5279.95,1,2024-01-22 20:13:00
TXN011742,ORD59028,U6679,UPI,SUCCESS,,6040.75,2,2024-05-07 11:27:00
TXN011743,ORD52761,U1085,WALLET,FAILED,INSUFFICIENT_BALANCE,423.83,0,2024-04-28 23:17:00
TXN011744,ORD34317,U4723,CARD,SUCCESS,,3747.96,1,2024-05-29 02:44:00
TXN011745,ORD43175,U2969,WALLET,SUCCESS,,4996.38,2,2024-06-18 06:11:00
TXN011746,ORD47536,U5929,UPI,FAILED,PAYMENT_TIMEOUT,4488.32,0,2024-01-29 08:32:00
TXN011747,ORD88212,U1091,NETBANKING,SUCCESS,,2761.59,1,2024-05-26 13:53:00
TXN011748,ORD47587,U9989,CARD,SUCCESS,,700.96,0,2024-04-15 00:37:00
TXN011749,ORD34407,U6317,WALLET,SUCCESS,,7229.52,0,2024-03-17 02:25:00
TXN011750,ORD34291,U7446,WALLET,SUCCESS,,5006.23,0,2024-03-01 12:04:00
TXN011751,ORD26009,U9550,UPI,SUCCESS,,323.33,0,2024-02-01 12:10:00
TXN011752,ORD41305,U5135,UPI,SUCCESS,,5604.73,0,2024-05-27 03:48:00
TXN011753,ORD15621,U1757,UPI,SUCCESS,,5399.38,2,2024-06-20 15:19:00
TXN011754,ORD89024,U6035,WALLET,SUCCESS,,7287.12,2,2024-01-28 03:01:00
TXN011755,ORD86758,U1085,UPI,SUCCESS,,3210.52,1,2024-01-02 08:51:00
TXN011756,ORD90908,U4917,CARD,SUCCESS,,6537.58,1,2024-03-03 14:07:00
TXN011757,ORD81285,U8190,CARD,SUCCESS,,643.3,1,2024-02-25 03:11:00
TXN011758,ORD96265,U6774,CARD,SUCCESS,,5421.76,0,2024-01-09 02:59:00
TXN011759,ORD26786,U7300,UPI,SUCCESS,,260.22,0,2024-06-08 21:53:00
TXN011760,ORD13841,U3428,WALLET,SUCCESS,,6662.23,0,2024-06-21 12:47:00
TXN011761,ORD94328,U9915,WALLET,SUCCESS,,7874.73,0,2024-02-05 15:19:00
TXN011762,ORD17279,U8046,CARD,SUCCESS,,2954.59,0,2024-02-06 00:03:00
TXN011763,ORD98666,U6542,UPI,FAILED,PAYMENT_TIMEOUT,1931.0,0,2024-05-11 06:22:00
TXN011764,ORD11382,U4123,UPI,SUCCESS,,6802.65,1,2024-04-02 03:56:00
TXN011765,ORD44298,U1216,WALLET,FAILED,PAYMENT_TIMEOUT,2107.16,0,2024-06-12 10:13:00
TXN011766,ORD17962,U7733,CARD,SUCCESS,,7328.15,0,2024-02-24 07:00:00
TXN011767,ORD55115,U7888,NETBANKING,FAILED,BANK_SERVER_DOWN,1537.16,0,2024-04-07 04:06:00
TXN011768,ORD42425,U3554,WALLET,SUCCESS,,6301.58,1,2024-04-26 17:40:00
TXN011769,ORD70486,U1418,UPI,SUCCESS,,6818.68,1,2024-01-18 14:06:00
TXN011770,ORD85770,U2374,CARD,SUCCESS,,7388.14,1,2024-05-23 03:28:00
TXN011771,ORD21996,U5588,CARD,SUCCESS,,5874.82,1,2024-03-13 02:42:00
TXN011772,ORD10729,U2930,UPI,SUCCESS,,3608.59,0,2024-04-03 15:12:00
TXN011773,ORD40945,U1177,CARD,SUCCESS,,724.68,0,2024-01-17 15:06:00
TXN011774,ORD34623,U9663,UPI,SUCCESS,,1199.66,0,2024-06-19 14:09:00
TXN011775,ORD84393,U9000,WALLET,SUCCESS,,2787.22,0,2024-04-04 20:51:00
TXN011776,ORD31474,U5366,UPI,SUCCESS,,2297.3,0,2024-06-25 16:32:00
TXN011777,ORD87399,U4499,UPI,SUCCESS,,7854.52,0,2024-06-12 09:46:00
TXN011778,ORD67120,U1110,CARD,SUCCESS,,5243.72,0,2024-06-19 12:15:00
TXN011779,ORD18129,U6961,CARD,SUCCESS,,5565.61,0,2024-02-12 08:28:00
TXN011780,ORD25405,U2049,UPI,SUCCESS,,3751.94,0,2024-01-18 16:24:00
TXN011781,ORD60521,U9229,CARD,SUCCESS,,4508.15,0,2024-06-01 06:56:00
TXN011782,ORD99886,U8262,CARD,FAILED,USER_CANCELLED,2665.57,0,2024-03-25 12:29:00
TXN011783,ORD92774,U3592,WALLET,SUCCESS,,4077.52,1,2024-02-28 02:15:00
TXN011784,ORD29822,U6246,UPI,SUCCESS,,3456.8,2,2024-02-22 03:15:00
TXN011785,ORD57959,U4109,UPI,SUCCESS,,888.8,0,2024-05-29 01:34:00
TXN011786,ORD65911,U8751,UPI,SUCCESS,,3362.94,1,2024-05-25 02:45:00
TXN011787,ORD75110,U2491,UPI,SUCCESS,,6824.01,0,2024-06-26 01:36:00
TXN011788,ORD15008,U2742,UPI,SUCCESS,,3318.6,1,2024-02-20 10:50:00
TXN011789,ORD53119,U5645,UPI,SUCCESS,,1467.87,0,2024-01-11 09:25:00
TXN011790,ORD34122,U9240,WALLET,SUCCESS,,1730.43,2,2024-05-05 13:28:00
TXN011791,ORD75104,U4043,NETBANKING,FAILED,PAYMENT_TIMEOUT,4356.82,0,2024-03-06 11:01:00
TXN011792,ORD86997,U2301,CARD,FAILED,PAYMENT_TIMEOUT,5447.0,0,2024-02-10 13:05:00
TXN011793,ORD40979,U9593,CARD,SUCCESS,,1878.41,2,2024-01-26 21:19:00
TXN011794,ORD10539,U5721,CARD,SUCCESS,,4377.44,2,2024-03-30 03:49:00
TXN011795,ORD34442,U1100,WALLET,SUCCESS,,3459.33,2,2024-04-24 22:04:00
TXN011796,ORD58706,U7512,UPI,SUCCESS,,2159.17,0,2024-04-08 21:28:00
TXN011797,ORD14770,U6650,WALLET,SUCCESS,,514.13,0,2024-04-28 22:08:00
TXN011798,ORD72672,U6009,CARD,SUCCESS,,111.55,0,2024-05-24 04:00:00
TXN011799,ORD20567,U5906,CARD,SUCCESS,,5724.52,0,2024-02-21 05:20:00
TXN011800,ORD77178,U3588,CARD,SUCCESS,,1426.64,0,2024-05-19 08:35:00
TXN011801,ORD25508,U6230,CARD,SUCCESS,,7157.29,1,2024-04-27 14:07:00
TXN011802,ORD19867,U6691,UPI,SUCCESS,,3647.59,0,2024-05-08 15:35:00
TXN011803,ORD57201,U2272,UPI,SUCCESS,,1670.22,0,2024-03-31 14:37:00
TXN011804,ORD97240,U5661,UPI,SUCCESS,,4080.36,0,2024-05-01 19:51:00
TXN011805,ORD76904,U6139,UPI,SUCCESS,,2466.58,0,2024-03-04 11:42:00
TXN011806,ORD50984,U3933,CARD,SUCCESS,,4279.16,0,2024-03-05 12:41:00
TXN011807,ORD76644,U7775,UPI,SUCCESS,,7505.88,0,2024-05-27 14:16:00
TXN011808,ORD95659,U6608,CARD,SUCCESS,,2273.57,0,2024-02-28 04:04:00
TXN011809,ORD15435,U9732,NETBANKING,SUCCESS,,3759.65,0,2024-04-02 04:33:00
TXN011810,ORD86015,U9034,UPI,SUCCESS,,4064.0,2,2024-04-14 19:57:00
TXN011811,ORD63545,U5833,CARD,SUCCESS,,3169.71,0,2024-01-24 23:29:00
TXN011812,ORD43892,U1578,UPI,SUCCESS,,5887.47,0,2024-02-04 13:09:00
TXN011813,ORD37770,U4264,UPI,SUCCESS,,327.31,2,2024-01-10 12:11:00
TXN011814,ORD46843,U6655,UPI,SUCCESS,,1211.51,2,2024-03-04 07:40:00
TXN011815,ORD86034,U1419,WALLET,SUCCESS,,6348.75,1,2024-01-10 07:59:00
TXN011816,ORD96183,U2408,UPI,FAILED,TECHNICAL_ERROR,2573.45,0,2024-05-20 20:28:00
TXN011817,ORD50796,U6608,CARD,SUCCESS,,4896.42,2,2024-01-13 06:44:00
TXN011818,ORD99165,U3226,UPI,SUCCESS,,3267.14,0,2024-04-22 17:03:00
TXN011819,ORD55455,U4061,UPI,FAILED,USER_CANCELLED,1034.68,0,2024-04-30 19:51:00
TXN011820,ORD59066,U8296,UPI,SUCCESS,,6886.35,0,2024-01-22 08:58:00
TXN011821,ORD80759,U1213,CARD,SUCCESS,,3124.98,0,2024-04-20 02:45:00
TXN011822,ORD91959,U6982,CARD,SUCCESS,,1897.35,2,2024-04-14 07:07:00
TXN011823,ORD17660,U5033,CARD,SUCCESS,,2485.25,0,2024-01-26 14:24:00
TXN011824,ORD62371,U1472,WALLET,FAILED,TECHNICAL_ERROR,6900.47,0,2024-01-11 01:50:00
TXN011825,ORD47128,U1185,CARD,SUCCESS,,6606.0,1,2024-05-26 14:57:00
TXN011826,ORD83855,U2074,UPI,FAILED,INSUFFICIENT_BALANCE,3638.46,0,2024-04-03 12:43:00
TXN011827,ORD45952,U4596,WALLET,SUCCESS,,1583.71,0,2024-04-24 18:32:00
TXN011828,ORD75547,U5246,CARD,FAILED,INSUFFICIENT_BALANCE,7198.34,1,2024-04-24 18:28:00
TXN011829,ORD28997,U6771,CARD,SUCCESS,,3765.77,0,2024-06-07 12:23:00
TXN011830,ORD52375,U4799,CARD,SUCCESS,,2399.64,0,2024-02-01 22:03:00
TXN011831,ORD39428,U1881,UPI,FAILED,TECHNICAL_ERROR,5150.39,1,2024-05-21 00:07:00
TXN011832,ORD77609,U5586,UPI,SUCCESS,,4489.48,0,2024-03-18 22:11:00
TXN011833,ORD86988,U7998,UPI,SUCCESS,,7608.97,1,2024-06-20 22:55:00
TXN011834,ORD30971,U5921,WALLET,SUCCESS,,5026.16,0,2024-03-14 10:51:00
TXN011835,ORD90877,U5739,CARD,SUCCESS,,3576.7,0,2024-04-16 04:49:00
TXN011836,ORD46988,U3585,WALLET,SUCCESS,,7427.32,0,2024-03-09 04:13:00
TXN011837,ORD14050,U9354,UPI,SUCCESS,,4490.55,1,2024-04-12 13:15:00
TXN011838,ORD87687,U3644,CARD,FAILED,INSUFFICIENT_BALANCE,933.06,1,2024-03-16 08:52:00
TXN011839,ORD23468,U6425,UPI,SUCCESS,,5852.81,0,2024-06-26 10:03:00
TXN011840,ORD98294,U1816,CARD,FAILED,USER_CANCELLED,5074.37,0,2024-04-09 08:52:00
TXN011841,ORD22459,U4280,UPI,SUCCESS,,351.43,1,2024-03-14 19:45:00
TXN011842,ORD60858,U8728,CARD,SUCCESS,,6899.16,0,2024-04-07 23:33:00
TXN011843,ORD13381,U5743,UPI,FAILED,INSUFFICIENT_BALANCE,2798.11,0,2024-04-25 02:57:00
TXN011844,ORD96587,U8122,UPI,SUCCESS,,7590.57,0,2024-01-22 23:05:00
TXN011845,ORD22528,U1839,CARD,SUCCESS,,2499.51,0,2024-03-31 17:13:00
TXN011846,ORD38404,U6168,UPI,FAILED,BANK_SERVER_DOWN,3572.16,0,2024-04-29 21:41:00
TXN011847,ORD52824,U4621,UPI,SUCCESS,,1280.01,0,2024-02-19 07:29:00
TXN011848,ORD33854,U6615,WALLET,SUCCESS,,5071.59,0,2024-06-19 04:09:00
TXN011849,ORD80758,U3784,WALLET,SUCCESS,,2355.96,1,2024-01-27 17:15:00
TXN011850,ORD29371,U5188,UPI,SUCCESS,,6046.43,1,2024-03-08 20:36:00
TXN011851,ORD51002,U8083,NETBANKING,SUCCESS,,2448.77,0,2024-06-20 09:45:00
TXN011852,ORD32785,U1935,WALLET,FAILED,BANK_SERVER_DOWN,7017.04,1,2024-01-11 02:34:00
TXN011853,ORD83401,U3532,NETBANKING,SUCCESS,,2329.79,0,2024-05-12 16:45:00
TXN011854,ORD89437,U2003,WALLET,SUCCESS,,5782.03,1,2024-02-03 18:37:00
TXN011855,ORD19708,U5239,UPI,SUCCESS,,2526.9,1,2024-06-26 08:29:00
TXN011856,ORD18740,U8628,WALLET,SUCCESS,,731.26,0,2024-01-25 08:53:00
TXN011857,ORD94893,U8943,CARD,SUCCESS,,7473.28,0,2024-01-26 12:35:00
TXN011858,ORD42948,U4981,UPI,SUCCESS,,5444.59,2,2024-03-17 04:14:00
TXN011859,ORD10644,U2314,CARD,SUCCESS,,7807.89,0,2024-02-22 17:34:00
TXN011860,ORD71575,U1142,UPI,FAILED,BANK_SERVER_DOWN,2255.42,0,2024-05-19 00:21:00
TXN011861,ORD70631,U6857,UPI,FAILED,BANK_SERVER_DOWN,6584.55,0,2024-04-13 21:39:00
TXN011862,ORD95465,U9720,UPI,SUCCESS,,930.85,0,2024-04-03 09:28:00
TXN011863,ORD16997,U3482,NETBANKING,SUCCESS,,1572.06,0,2024-03-16 02:18:00
TXN011864,ORD21389,U4688,WALLET,SUCCESS,,7943.82,0,2024-06-03 13:28:00
TXN011865,ORD96249,U4847,UPI,FAILED,TECHNICAL_ERROR,4354.19,0,2024-05-11 11:25:00
TXN011866,ORD95019,U6370,WALLET,SUCCESS,,3633.65,1,2024-01-29 01:24:00
TXN011867,ORD48533,U4601,WALLET,SUCCESS,,3306.54,2,2024-01-27 10:05:00
TXN011868,ORD71815,U6006,UPI,FAILED,BANK_SERVER_DOWN,644.21,0,2024-05-03 16:18:00
TXN011869,ORD99421,U9157,NETBANKING,SUCCESS,,7068.05,0,2024-05-18 22:05:00
TXN011870,ORD62837,U6474,WALLET,SUCCESS,,3031.44,0,2024-01-26 23:49:00
TXN011871,ORD22216,U5456,WALLET,FAILED,TECHNICAL_ERROR,7749.24,0,2024-04-22 01:38:00
TXN011872,ORD39098,U1544,CARD,FAILED,USER_CANCELLED,1299.67,0,2024-01-10 22:29:00
TXN011873,ORD10747,U3531,NETBANKING,SUCCESS,,6393.36,1,2024-06-10 09:39:00
TXN011874,ORD74119,U1368,WALLET,SUCCESS,,4196.43,0,2024-03-25 20:06:00
TXN011875,ORD20530,U3736,UPI,SUCCESS,,403.85,0,2024-02-01 07:20:00
TXN011876,ORD24467,U7183,UPI,SUCCESS,,2003.78,0,2024-01-11 18:33:00
TXN011877,ORD31088,U4396,UPI,SUCCESS,,6227.56,0,2024-06-03 15:26:00
TXN011878,ORD36547,U2514,UPI,SUCCESS,,5808.65,0,2024-06-14 23:54:00
TXN011879,ORD24710,U8962,WALLET,SUCCESS,,1829.27,0,2024-05-11 09:00:00
TXN011880,ORD91869,U4841,UPI,FAILED,PAYMENT_TIMEOUT,3238.04,0,2024-01-16 08:30:00
TXN011881,ORD12975,U6015,WALLET,SUCCESS,,5271.41,1,2024-05-14 07:23:00
TXN011882,ORD86778,U2430,UPI,FAILED,INSUFFICIENT_BALANCE,7959.41,1,2024-06-25 04:43:00
TXN011883,ORD88447,U2699,UPI,FAILED,USER_CANCELLED,4476.71,0,2024-01-10 06:57:00
TXN011884,ORD26056,U1786,CARD,SUCCESS,,4124.66,2,2024-05-16 15:35:00
TXN011885,ORD33708,U6945,UPI,FAILED,INSUFFICIENT_BALANCE,2584.86,0,2024-02-21 12:23:00
TXN011886,ORD19319,U4001,NETBANKING,SUCCESS,,1602.24,1,2024-05-09 13:37:00
TXN011887,ORD95115,U6483,NETBANKING,SUCCESS,,4714.11,0,2024-05-19 16:25:00
TXN011888,ORD93425,U5621,CARD,SUCCESS,,2111.84,0,2024-03-12 14:48:00
TXN011889,ORD31579,U5082,WALLET,SUCCESS,,6206.24,0,2024-01-07 12:05:00
TXN011890,ORD41938,U5310,NETBANKING,FAILED,PAYMENT_TIMEOUT,1878.62,1,2024-05-06 06:34:00
TXN011891,ORD10205,U8328,CARD,SUCCESS,,1234.41,1,2024-02-23 23:06:00
TXN011892,ORD75736,U7286,CARD,SUCCESS,,2585.61,0,2024-01-02 04:41:00
TXN011893,ORD98884,U3606,UPI,FAILED,USER_CANCELLED,2023.47,0,2024-02-19 09:49:00
TXN011894,ORD86675,U1432,CARD,SUCCESS,,3742.48,1,2024-05-28 06:42:00
TXN011895,ORD94953,U1483,WALLET,SUCCESS,,5573.58,0,2024-06-18 17:59:00
TXN011896,ORD12686,U1274,WALLET,SUCCESS,,3900.31,0,2024-03-26 05:36:00
TXN011897,ORD33500,U2771,UPI,FAILED,INSUFFICIENT_BALANCE,1525.62,0,2024-06-26 02:18:00
TXN011898,ORD77047,U7749,CARD,SUCCESS,,2772.49,0,2024-06-22 12:34:00
TXN011899,ORD36613,U5088,NETBANKING,SUCCESS,,4805.48,0,2024-03-04 21:12:00
TXN011900,ORD97446,U5902,UPI,SUCCESS,,323.07,2,2024-02-19 19:31:00
TXN011901,ORD27609,U3669,NETBANKING,SUCCESS,,570.23,1,2024-03-22 03:22:00
TXN011902,ORD56364,U3737,UPI,FAILED,BANK_SERVER_DOWN,1044.1,0,2024-04-16 16:02:00
TXN011903,ORD62612,U6225,UPI,SUCCESS,,4889.94,0,2024-04-10 16:37:00
TXN011904,ORD31760,U3747,CARD,SUCCESS,,550.01,2,2024-05-14 07:42:00
TXN011905,ORD21648,U3476,UPI,FAILED,USER_CANCELLED,7387.07,0,2024-03-26 11:26:00
TXN011906,ORD72341,U8511,UPI,SUCCESS,,127.68,2,2024-04-05 00:01:00
TXN011907,ORD44135,U6828,CARD,FAILED,PAYMENT_TIMEOUT,2935.64,0,2024-05-08 04:21:00
TXN011908,ORD89660,U9531,UPI,SUCCESS,,1148.8,0,2024-02-11 09:35:00
TXN011909,ORD80352,U7394,UPI,SUCCESS,,607.36,0,2024-01-20 00:54:00
TXN011910,ORD98717,U6639,NETBANKING,SUCCESS,,4961.27,2,2024-03-31 17:16:00
TXN011911,ORD57128,U8727,CARD,SUCCESS,,2928.41,0,2024-05-25 02:55:00
TXN011912,ORD34219,U2759,WALLET,SUCCESS,,7051.44,0,2024-05-12 15:48:00
TXN011913,ORD10700,U3550,CARD,FAILED,PAYMENT_TIMEOUT,5568.37,0,2024-05-05 21:43:00
TXN011914,ORD52929,U4109,WALLET,SUCCESS,,403.36,0,2024-02-21 06:16:00
TXN011915,ORD94865,U9271,CARD,SUCCESS,,3846.4,2,2024-05-16 16:07:00
TXN011916,ORD11678,U9730,CARD,SUCCESS,,2907.02,0,2024-02-12 01:51:00
TXN011917,ORD16923,U8949,UPI,SUCCESS,,2896.89,0,2024-02-05 17:58:00
TXN011918,ORD29084,U9188,UPI,FAILED,TECHNICAL_ERROR,4397.73,0,2024-03-17 14:09:00
TXN011919,ORD78478,U9626,UPI,FAILED,INSUFFICIENT_BALANCE,937.63,0,2024-02-19 01:00:00
TXN011920,ORD20836,U3749,CARD,SUCCESS,,3993.66,0,2024-01-12 01:01:00
TXN011921,ORD66202,U4661,WALLET,SUCCESS,,5118.77,0,2024-03-28 07:44:00
TXN011922,ORD85931,U5670,WALLET,SUCCESS,,5463.99,0,2024-03-02 08:29:00
TXN011923,ORD42970,U5540,WALLET,SUCCESS,,963.99,1,2024-02-05 18:08:00
TXN011924,ORD81508,U6469,CARD,SUCCESS,,349.87,0,2024-05-02 05:59:00
TXN011925,ORD44403,U1844,UPI,FAILED,USER_CANCELLED,5953.04,1,2024-04-24 12:53:00
TXN011926,ORD15782,U4718,CARD,SUCCESS,,6334.52,1,2024-05-22 12:31:00
TXN011927,ORD70057,U2604,UPI,FAILED,PAYMENT_TIMEOUT,1630.19,2,2024-05-26 07:08:00
TXN011928,ORD71176,U7110,UPI,SUCCESS,,5171.64,0,2024-05-01 23:03:00
TXN011929,ORD65876,U1665,CARD,SUCCESS,,6813.27,0,2024-02-14 01:39:00
TXN011930,ORD21240,U3635,NETBANKING,SUCCESS,,7002.93,2,2024-04-12 02:01:00
TXN011931,ORD86474,U1634,UPI,SUCCESS,,4538.52,0,2024-02-11 18:49:00
TXN011932,ORD14748,U4775,NETBANKING,SUCCESS,,4549.97,0,2024-04-02 02:24:00
TXN011933,ORD50503,U4370,UPI,FAILED,PAYMENT_TIMEOUT,3659.12,0,2024-01-31 21:13:00
TXN011934,ORD89544,U3411,WALLET,FAILED,INSUFFICIENT_BALANCE,7998.82,0,2024-04-08 08:35:00
TXN011935,ORD78009,U9250,WALLET,SUCCESS,,7383.45,1,2024-02-25 22:28:00
TXN011936,ORD22071,U5390,UPI,FAILED,INSUFFICIENT_BALANCE,4880.01,0,2024-05-06 09:07:00
TXN011937,ORD39991,U6547,CARD,SUCCESS,,3983.91,2,2024-03-20 04:48:00
TXN011938,ORD89038,U4154,NETBANKING,FAILED,INSUFFICIENT_BALANCE,3706.17,0,2024-02-18 20:59:00
TXN011939,ORD58442,U6737,UPI,SUCCESS,,2559.77,0,2024-05-29 18:05:00
TXN011940,ORD96531,U5947,UPI,SUCCESS,,3821.51,0,2024-05-17 11:08:00
TXN011941,ORD80078,U7867,UPI,SUCCESS,,7458.35,0,2024-04-19 05:01:00
TXN011942,ORD15819,U5126,CARD,SUCCESS,,2200.93,2,2024-05-29 13:41:00
TXN011943,ORD60051,U1988,UPI,SUCCESS,,6037.87,0,2024-04-12 21:14:00
TXN011944,ORD21210,U6332,UPI,SUCCESS,,2571.81,0,2024-05-15 21:27:00
TXN011945,ORD31646,U7137,UPI,SUCCESS,,5990.56,1,2024-02-11 20:45:00
